Date,SPY,QQQ,VIX,GLD,TLT
2010-02-03,0.8449167609214783,0.9907199144363403,0.5982416868209839,0.7932721376419067,2.908951759338379
2010-02-04,1.21393421292305,1.2548162341117859,0.7131630480289459,1.2118857502937317,2.599740147590637
2010-02-05,0.9620881279309591,0.992939958969752,0.86973637342453,0.9215784668922424,1.8076157867908478
2010-02-08,0.9629889875650406,0.9967329874634743,0.8598130941390991,0.905634731054306,1.4348604455590248
2010-02-09,0.9519752144813538,0.9761262238025665,0.9741878986358643,0.9237407684326172,1.6270921528339386
2010-02-10,0.9080150365829468,0.918326336145401,1.0918550491333008,0.8919094920158386,1.1063662827014924
2010-02-11,0.7842652320861816,0.8110684096813202,1.1806610703468323,0.8049938082695007,0.7836652100086212
2010-02-12,0.761967808008194,0.7732455015182496,1.1937959313392639,0.8157710671424866,0.852483606338501
2010-02-16,0.7668520271778106,0.7864329576492309,1.2841742753982544,0.941880464553833,0.894352400302887
2010-02-17,0.6138824462890625,0.6339108616113662,1.2656686544418334,0.7764842510223389,0.8098360180854798
2010-02-18,0.5236886888742447,0.521674457192421,1.296707320213318,0.6788241922855377,0.8089024543762207
2010-02-19,0.3792842209339142,0.35891734063625336,1.3219000101089478,0.4657591968774796,0.8368927478790283
2010-02-22,0.3586003750562668,0.33513893783092497,1.2899237394332885,0.4124628663063049,0.8816070556640625
2010-02-23,0.6594883650541306,0.6660073012113571,1.1909319043159485,0.6636913180351257,0.9866291284561157
2010-02-24,0.7109919995069504,1.0694724857807159,1.1706565737724304,0.6972388923168182,0.7367685198783874
2010-02-25,0.8330566465854645,1.1271949589252472,1.098618495464325,0.7396143674850464,0.8010965585708618
2010-02-26,0.9557965904474258,1.2294459104537965,1.0964505314826964,1.0374563127756118,0.7531806588172912
2010-03-01,1.1703649461269379,1.5159270763397217,1.1973134636878968,1.0454278379678725,0.696099603176117
2010-03-02,0.7045919120311737,0.9995983809232711,1.3600717782974243,0.9178688913583756,0.5587234735488892
2010-03-03,0.6656403988599777,0.6041859805583953,1.4265632629394531,0.8791317194700241,0.474310702085495
2010-03-04,0.5522661924362182,0.5559352844953537,1.4206932663917542,0.8407508194446563,0.3976400464773178
2010-03-05,0.8519892930984497,0.8983843773603439,1.445240318775177,0.5523264110088348,0.8236215800046921
2010-03-08,0.6145852565765381,0.6109611809253692,1.302481973171234,0.5521588116884232,0.7723390012979507
2010-03-09,0.6117725551128388,0.6188098579645157,1.2286020159721374,0.16510386765003204,0.8293140202760696
2010-03-10,0.5994402557611466,0.6196722358465194,1.0709543466567992,0.6564445644617081,0.8918794363737106
2010-03-11,0.58089150339365,0.6131248235702514,1.147510039806366,0.6920761406421662,0.9377485275268554
2010-03-12,0.13364237993955613,0.16294320225715636,1.2107972264289857,0.7273184299468994,0.49164740443229676
2010-03-15,0.12762873470783234,0.15499377846717835,1.2254437804222107,0.7741960644721985,0.524834793806076
2010-03-16,0.11675001531839371,0.14070791155099868,1.235923421382904,1.073899257183075,0.48115420937538145
2010-03-17,0.10556883513927459,0.12520593255758286,1.4391140937805176,0.6019160985946655,0.4262856662273407
2010-03-18,0.09786807298660279,0.11376612931489945,1.516349458694458,0.59654221534729,0.35698516964912413
2010-03-19,0.09164965599775314,0.10535972565412521,1.3481528878211975,0.9641560256481171,0.28217599987983705
2010-03-22,0.08919296115636825,0.10134054571390153,1.399083149433136,0.9435281932353974,0.219284026324749
2010-03-23,0.08748223036527633,0.09844045788049698,1.429157841205597,0.7429080665111542,0.1520281180739403
2010-03-24,0.08874263912439347,0.09961011111736298,1.278266394138336,1.0806600391864776,0.6937034830451012
2010-03-25,0.09014735519886016,0.0986929178237915,1.110126543045044,1.084898978471756,0.7147807672619819
2010-03-26,0.09093650579452514,0.09703414589166641,1.1643937468528747,0.8649237930774689,0.7830198243260383
2010-03-29,0.09175680875778199,0.09592081308364868,1.2379776120185852,0.9588037014007569,0.8632375985383988
2010-03-30,0.09130522012710571,0.09319230020046235,1.2657477259635925,0.960233211517334,0.9355216652154923
